year,state,all_death,nat_death,syn_death,methad_death,heroin_death,presc_rate,treat_fac,uninsur,uninsur_rate,insur,insur_rate,labor_force,employed,employed_rate,unemployed,unemployed_rate,poverty,poverty_rate,median_income
2016,South Carolina,628,342,237,56,115,89.4,94,484799,12.1,3517117,87.9,2290570,2175590,94.11521739130436,114980,5.88478260869565,739574,15.3,49587
2016,South Dakota,42,25,10,NA,NA,54.8,49,73089,10.4,632325,89.6,452781,439297,96.5469696969697,13484,3.4530303030303,107953,12.9,54926
2016,Tennessee,1186,679,395,83,260,107.5,186,581927,10.6,4888205,89.4,3128889,2981615,94.46105263157895,147274,5.53894736842105,1023825,15.8,48506
2016,Texas,1375,501,250,139,530,57.6,393,4444791,18.6,19498708,81.4,13347330,12731138,94.88228346456692,616192,5.11771653543307,4261291,15.6,56583
2016,Utah,466,322,72,40,166,70.4,188,259941,9.7,2431557,90.3,1506242,1454400,95.16896551724138,51842,4.83103448275862,307270,10.2,65931
2016,Vermont,101,23,53,13,45,58.6,41,23063,4.7,468242,95.3,344808,333646,96.34285714285716,11162,3.65714285714285,67825,11.3,57661
2016,Virginia,1130,343,648,77,450,63.4,197,692343,9.9,6273038,90.1,4242677,4069051,95.25864661654136,173626,4.74135338345864,897244,11,68127
2016,Washington,709,292,93,122,283,64.9,377,420125,6.9,5678339,93.1,3643696,3451378,93.42564102564103,192318,6.57435897435897,808582,11.3,67064
2016,West Virginia,733,322,435,27,235,96,94,94163,6.5,1350757,93.5,782912,735160,92.90727272727273,47752,7.09272727272727,318368,17.9,43175
2016,Wisconsin,866,328,288,67,389,62.2,218,297297,6.3,4435428,93.7,3125315,3000235,95.58055555555556,125080,4.41944444444444,661465,11.8,56808
2016,Wyoming,50,26,NA,NA,NA,71.1,46,65310,13.4,421455,86.6,300738,284684,94.91739130434783,16054,5.08260869565217,62416,10.9,61686
2017,Alabama,422,141,198,30,125,107.2,118,438049,11,3528068,89,2178247,2081679,94.9313432835821,96568,5.06865671641791,802263,16.9,48193
2017,Alaska,102,47,37,NA,36,52,84,94727,14.8,547158,85.2,360762,335686,90.91379310344828,25076,9.08620689655172,79428,11,74058
2017,Arizona,928,349,267,83,334,61.2,302,685974,12.1,4982198,87.9,3327952,3165129,93.22666666666667,162823,6.77333333333333,1023337,14.9,56508
2017,Arkansas,188,116,68,17,15,105.4,100,226179,9.3,2204999,90.7,1347634,1297651,95.73333333333333,49983,4.26666666666666,475883,16.3,45916
2017,California,2199,973,536,253,715,39.5,1107,2740078,8.2,30646193,91.8,19205297,18285492,93.95862068965518,919805,6.04137931034482,5164169,13.3,71785
2017,Colorado,578,254,112,58,224,52.9,347,410250,8.7,4322932,91.3,2992418,2911081,97.2875,81337,2.7125,566118,10.3,69113
2017,Connecticut,955,188,686,95,425,48,200,182122,6.3,2721735,93.7,1896941,1807508,95.4125,89433,4.5875,338651,9.7,74428
2017,Delaware,250,64,178,15,121,68.3,26,46586,6.1,719729,93.9,476845,455489,95.4,21356,4.6,121592,13,64085
2017,District of Columbia,244,39,182,24,127,28.5,24,24833,4.3,552601,95.7,401450,377153,93.9,24297,6.1,109502,16.6,80153
2017,Florida,3245,1133,2126,175,707,60.9,536,2615963,16,13780608,84,10093457,9669230,95.57313432835821,424227,4.42686567164179,2901876,14.1,52582
2017,Georgia,1014,513,419,83,263,70.9,254,1361978,15.5,7407882,84.5,5058964,4822268,94.75471698113208,236696,5.24528301886792,1536069,15.1,56117
2017,Hawaii,53,33,NA,NA,10,37,145,53025,4.6,1091695,95.4,683619,667010,97.45,16609,2.55,132201,9.5,77936
2017,Idaho,103,55,22,14,23,70.3,106,168400,11.8,1257829,88.2,834696,807820,96.31136363636364,26876,3.68863636363636,211937,12.6,52280
2017,Illinois,2202,494,1251,155,1187,51.1,580,837890,7.9,9783739,92.1,6489618,6170549,94.87058823529412,319069,5.12941176470588,1568670,12.5,63044
2017,Indiana,1176,390,649,49,327,74.2,277,526667,9.6,4954826,90.4,3336661,3218122,96.43152173913045,118539,3.56847826086956,860753,13.3,54134
2017,Iowa,206,95,92,16,61,56.4,142,139424,5.5,2405747,94.5,1678354,1626388,96.92525252525253,51966,3.07474747474747,328629,10.8,58706
2017,Kansas,144,74,32,17,25,69.8,166,243306,10.1,2157862,89.9,1478718,1424720,96.62095238095239,53998,3.37904761904761,335371,11.9,56382
2017,Kentucky,1160,399,780,49,269,86.8,335,231153,6.4,3398236,93.6,2053763,1953037,93.95583333333335,100726,6.04416666666666,738563,17.1,48332
2017,Louisiana,415,161,156,10,162,89.5,107,372802,9.6,3496551,90.4,2103642,1995948,94.121875,107694,5.878125,893827,19.6,46283
2017,Maine,360,75,278,30,76,55.7,174,106863,10.2,936157,89.8,698421,674750,96.25,23671,3.75,147413,11.3,55980
2017,Maryland,1985,524,1542,241,522,51.7,360,353922,7,4680633,93,3193489,3057673,95.2625,135816,4.7375,556549,9.4,80711
2017,Massachusetts,1913,254,1649,79,466,40.1,333,182389,3.3,5378577,96.7,3695995,3557039,95.93571428571428,138956,4.06428571428571,692943,10.5,77385
2017,Michigan,2033,510,1368,148,783,74.2,431,496654,6.1,7614452,93.9,4886092,4660716,94.15903614457832,225376,5.84096385542168,1373358,14.1,54840
2017,Minnesota,422,150,184,50,111,41,337,235543,5.1,4396349,94.9,3057027,2952963,95.94597701149426,104064,4.05402298850574,517348,9.5,68364
2017,Mississippi,185,89,81,NA,34,92.9,69,352306,14.5,2083812,85.5,1280576,1215303,93.99268292682927,65273,6.00731707317073,573717,19.9,43595
2017,Missouri,952,226,618,32,299,71.8,236,541217,10.9,4421760,89.1,3061452,2946346,95.88521739130435,115106,4.11478260869565,793001,13.4,53506
2017,Montana,38,22,NA,NA,NA,61.1,60,87780,10.4,752910,89.6,524918,504257,95.87678571428572,20661,4.12321428571428,130616,12.7,53262
2017,Nebraska,59,32,25,NA,NA,56.6,116,152068,9.6,1431939,90.4,1011635,982445,97.16881720430108,29190,2.83118279569892,198984,10.7,59913
2017,Nevada,412,239,66,46,94,73,61,327604,13.1,2172053,86.9,1458347,1384607,95.34117647058824,73740,4.65882352941176,392857,13.3,57932
2017,New Hampshire,424,51,374,15,28,52.8,67,75492,7,999570,93,754466,733986,97.35,20480,2.65,100550,7.7,73638
2017,New Jersey,1969,424,1376,82,1085,44.2,321,668596,9,6795205,91,4453526,4247537,95.01904761904763,205989,4.98095238095238,882132,10,80106
2017,New Mexico,332,144,75,33,144,56.4,120,186717,11,1510853,89,936238,881253,93.75454545454546,54985,6.24545454545454,388790,19,47086
2017,New York,3224,821,2238,283,1356,37.8,769,1079651,6.6,15195495,93.4,9561409,9113608,94.81774193548388,447801,5.18225806451612,2735578,14.1,64783
2017,North Carolina,1953,573,1285,103,537,72,428,1063335,12.6,7346095,87.4,4938087,4717237,95.093,220850,4.907,1468032,14.7,52797
2017,North Dakota,35,18,12,NA,NA,41.5,62,53542,8.6,570773,91.4,410394,399448,97.01698113207549,10946,2.98301886792452,74057,10.2,62400
2017,Ohio,4293,854,3523,106,1000,63.5,359,671470,7.1,8793646,92.9,5770180,5483140,94.77045454545456,287040,5.22954545454545,1575401,13.9,54077
2017,Oklahoma,388,226,102,31,61,88.1,164,533903,16.5,2698918,83.5,1836282,1758421,95.5844155844156,77861,4.41558441558441,600911,15.8,50051
2017,Oregon,344,124,85,38,124,66.1,202,277244,8.2,3091707,91.8,2090659,2004580,95.20555555555556,86079,4.79444444444444,534846,13.2,60123
2017,Pennsylvania,2548,564,1982,64,819,57.7,488,674739,6.6,9529795,93.4,6424630,6110556,94.78507462686568,314074,5.21492537313432,1548557,12.5,59165
2017,Rhode Island,277,74,201,30,14,51.2,46,46220,5.4,803016,94.6,553688,529252,95.9,24436,4.1,125208,12.3,62923
2017,South Carolina,749,312,404,45,153,79.3,91,528726,13.1,3502240,86.9,2306019,2207400,95.02608695652174,98619,4.97391304347826,750359,15.4,50675
2017,South Dakota,35,14,14,NA,NA,49,52,76049,10.8,630439,89.2,456104,441555,96.29848484848485,14549,3.70151515151515,107522,12.8,56871
2017,Tennessee,1269,592,590,69,311,94.4,199,621332,11.3,4883445,88.7,3190177,3070260,95.62315789473685,119917,4.37684210526315,980394,15,51319
2017,Texas,1458,535,348,129,569,53.1,385,4704625,19.4,19557108,80.6,13589234,13002846,95.51102362204725,586388,4.48897637795275,4080377,14.7,59195
2017,Utah,456,290,92,46,147,63.8,216,273905,10,2452730,90,1548263,1497812,95.73793103448276,50451,4.26206896551724,296138,9.7,68395
2017,Vermont,114,27,77,14,41,50.5,40,26857,5.5,459844,94.5,346136,335855,96.62142857142858,10281,3.37857142857142,65068,10.8,58271
2017,Virginia,1241,336,829,83,556,52.9,187,709136,10.2,6273676,89.8,4309592,4150133,95.79398496240601,159459,4.20601503759398,876438,10.7,71518
2017,Washington,742,250,143,119,306,57.2,362,438678,7.1,5747377,92.9,3718904,3543667,94.18974358974359,175237,5.81025641025641,799675,11,70942
2017,West Virginia,833,279,618,35,244,81.3,90,106784,7.5,1315133,92.5,779592,739079,94.05636363636364,40513,5.94363636363636,326502,18.5,43238
2017,Wisconsin,926,318,466,58,414,52.6,247,303172,6.4,4421498,93.6,3140412,3037456,96.40833333333335,102956,3.59166666666666,640174,11.3,59300
2017,Wyoming,47,30,17,NA,NA,64.8,47,67560,14.2,409831,85.8,292924,280690,95.99565217391304,12234,4.00434782608695,61319,10.8,61279
